id,city,state,state_abbr,population,median_age,average_household_size,median_income,household_income,household_income
19509,CABOT,Arkansas,AR,37178.0,36.0,2.67,30683.0,26049.0,26049.0
19510,CADDO GAP,Arkansas,AR,530.0,50.3,2.49,14231.0,14433.0,14433.0
19511,CALDWELL,Arkansas,AR,149.0,59.1,1.96,14375.0,13524.0,13524.0
19512,CALICO ROCK,Arkansas,AR,3521.0,43.9,2.53,19522.0,18055.0,18055.0
19513,CALION,Arkansas,AR,355.0,53.2,2.41,15303.0,18445.0,18445.0
19514,CAMDEN,Arkansas,AR,19033.0,35.2,2.22,19880.0,19580.0,19580.0
19516,CANEHILL,Arkansas,AR,886.0,48.5,2.54,17917.0,19824.0,19824.0
19517,CARAWAY,Arkansas,AR,1453.0,40.9,2.55,18875.0,18754.0,18754.0
19518,CARLISLE,Arkansas,AR,3531.0,43.8,2.56,27361.0,24649.0,24649.0
19519,CARTHAGE,Arkansas,AR,615.0,43.9,2.61,21250.0,17243.0,17243.0
19520,CASA,Arkansas,AR,916.0,42.7,2.94,24514.0,25226.0,25226.0
19521,CASH,Arkansas,AR,709.0,26.8,2.81,21809.0,36412.0,36412.0
19522,CASSCOE,Arkansas,AR,242.0,51.6,1.92,13882.0,16701.0,16701.0
19523,CAVE CITY,Arkansas,AR,5250.0,42.4,2.55,18734.0,25183.0,25183.0
19524,CAVE SPRINGS,Arkansas,AR,2781.0,32.5,3.07,46563.0,40345.0,40345.0
19525,CECIL,Arkansas,AR,383.0,38.2,2.68,34688.0,23716.0,23716.0
19526,CEDARVILLE,Arkansas,AR,1744.0,36.8,2.46,21838.0,20105.0,20105.0
19527,CENTER RIDGE,Arkansas,AR,1569.0,40.8,2.67,23980.0,24542.0,24542.0
19528,CENTERTON,Arkansas,AR,11242.0,29.7,2.92,35660.0,25983.0,25983.0
19529,CHARLESTON,Arkansas,AR,5696.0,40.9,2.74,26257.0,24854.0,24854.0
19530,CHERRY VALLEY,Arkansas,AR,2224.0,46.4,2.39,19414.0,19264.0,19264.0
19531,CHESTER,Arkansas,AR,687.0,50.1,2.15,22721.0,18702.0,18702.0
19532,CHIDESTER,Arkansas,AR,1441.0,55.6,2.02,15877.0,20185.0,20185.0
19533,CLARENDON,Arkansas,AR,1961.0,43.2,2.25,16630.0,18903.0,18903.0
19534,CLARKEDALE,Arkansas,AR,57.0,28.5,3.0,22031.0,13477.0,13477.0
19535,CLARKRIDGE,Arkansas,AR,938.0,42.7,2.61,23750.0,22622.0,22622.0
19536,CLARKSVILLE,Arkansas,AR,15459.0,35.9,2.58,20699.0,19454.0,19454.0
19537,CLEVELAND,Arkansas,AR,583.0,47.9,2.2,19926.0,20395.0,20395.0
19538,CLINTON,Arkansas,AR,7123.0,45.0,2.4,17438.0,20135.0,20135.0
19539,COAL HILL,Arkansas,AR,1113.0,40.1,2.71,18238.0,17743.0,17743.0
19540,COLT,Arkansas,AR,1564.0,51.2,1.95,21020.0,23280.0,23280.0
19542,COMPTON,Arkansas,AR,321.0,55.2,2.11,14750.0,17630.0,17630.0
19543,CONCORD,Arkansas,AR,1198.0,44.5,2.35,20283.0,17399.0,17399.0
19544,CONWAY,Arkansas,AR,84837.0,27.67,2.6,16899.0,17353.33,17353.33
19545,CORD,Arkansas,AR,350.0,30.9,2.94,26750.0,22145.0,22145.0
19546,CORNING,Arkansas,AR,4512.0,45.0,2.26,15599.0,18025.0,18025.0
19547,COTTER,Arkansas,AR,1283.0,55.2,2.21,19519.0,19255.0,19255.0
19548,COTTON PLANT,Arkansas,AR,680.0,50.3,1.91,18500.0,18920.0,18920.0
19549,COVE,Arkansas,AR,1786.0,44.2,2.46,20750.0,18624.0,18624.0
19551,CRAWFORDSVILLE,Arkansas,AR,2031.0,34.3,2.79,25169.0,20540.0,20540.0
19553,CROSSETT,Arkansas,AR,12081.0,42.1,2.54,21444.0,20913.0,20913.0
19555,CUSHMAN,Arkansas,AR,231.0,37.1,3.21,25893.0,18900.0,18900.0
19556,DAMASCUS,Arkansas,AR,2354.0,35.8,2.86,24513.0,21776.0,21776.0
19557,DANVILLE,Arkansas,AR,4232.0,35.2,3.1,23085.0,19176.0,19176.0
19558,DARDANELLE,Arkansas,AR,10681.0,39.0,2.84,21538.0,20386.0,20386.0
19559,DATTO,Arkansas,AR,70.0,32.0,3.04,15000.0,12760.0,12760.0
19560,DECATUR,Arkansas,AR,3718.0,33.5,2.87,22624.0,18109.0,18109.0
19561,DEER,Arkansas,AR,943.0,39.5,2.69,15707.0,15391.0,15391.0
19562,DELAPLAINE,Arkansas,AR,297.0,59.5,2.08,23274.0,22931.0,22931.0
19563,DELAWARE,Arkansas,AR,695.0,54.5,2.29,16991.0,17447.0,17447.0
19564,DELIGHT,Arkansas,AR,1729.0,45.0,2.31,19424.0,18551.0,18551.0
19565,DELL,Arkansas,AR,175.0,45.3,2.19,25938.0,27048.0,27048.0
19566,DENNARD,Arkansas,AR,424.0,61.2,1.99,16085.0,19479.0,19479.0
19567,DE QUEEN,Arkansas,AR,10907.0,34.1,3.09,23347.0,17408.0,17408.0
19568,DERMOTT,Arkansas,AR,3749.0,36.7,2.41,18000.0,17376.0,17376.0
19569,DES ARC,Arkansas,AR,2832.0,49.5,2.14,25033.0,23054.0,23054.0
19570,DESHA,Arkansas,AR,758.0,22.3,4.46,25579.0,28946.0,28946.0
19571,DE VALLS BLUFF,Arkansas,AR,1440.0,37.9,2.35,22445.0,19151.0,19151.0
19572,DE WITT,Arkansas,AR,5070.0,38.7,2.36,20491.0,20841.0,20841.0
19573,DIERKS,Arkansas,AR,2052.0,44.1,2.56,21134.0,36466.0,36466.0
19574,DODDRIDGE,Arkansas,AR,1348.0,53.2,2.22,29840.0,23951.0,23951.0
19575,MARBLE FALLS,Arkansas,AR,545.0,52.4,2.45,30625.0,26727.0,26727.0
19577,DONALDSON,Arkansas,AR,2328.0,38.3,2.69,24194.0,20357.0,20357.0
19578,DOVER,Arkansas,AR,6936.0,43.3,2.59,21835.0,23598.0,23598.0
19579,DRASCO,Arkansas,AR,1384.0,58.4,2.05,23571.0,22130.0,22130.0
19580,DRIVER,Arkansas,AR,190.0,43.6,3.73,25536.0,22895.0,22895.0
19581,DUMAS,Arkansas,AR,5987.0,37.9,2.37,18689.0,19734.0,19734.0
19582,DYER,Arkansas,AR,401.0,43.4,2.48,16250.0,13522.0,13522.0
19583,DYESS,Arkansas,AR,574.0,35.5,2.84,18854.0,16542.0,16542.0
19584,EARLE,Arkansas,AR,2985.0,40.4,2.54,17579.0,16646.0,16646.0
19585,EDGEMONT,Arkansas,AR,719.0,59.1,2.41,23015.0,25751.0,25751.0
19587,EGYPT,Arkansas,AR,239.0,21.1,2.75,10433.0,10513.0,10513.0
19588,ELAINE,Arkansas,AR,756.0,35.1,2.24,16321.0,12770.0,12770.0
19589,EL DORADO,Arkansas,AR,31034.0,37.8,2.46,23346.0,23819.0,23819.0
19590,ELIZABETH,Arkansas,AR,1282.0,45.3,2.55,22788.0,21189.0,21189.0
19591,ELKINS,Arkansas,AR,5672.0,37.6,2.87,30544.0,23243.0,23243.0
19592,EL PASO,Arkansas,AR,1402.0,37.0,2.58,25332.0,28449.0,28449.0
19593,EMERSON,Arkansas,AR,1284.0,50.7,2.11,16345.0,18426.0,18426.0
19594,EMMET,Arkansas,AR,1328.0,46.7,2.21,23236.0,24968.0,24968.0
19595,ENGLAND,Arkansas,AR,4655.0,37.2,2.67,19822.0,21424.0,21424.0
19596,ENOLA,Arkansas,AR,960.0,35.2,2.6,26722.0,21249.0,21249.0
19598,ETOWAH,Arkansas,AR,67.0,49.8,2.68,20313.0,24564.0,24564.0
19599,EUDORA,Arkansas,AR,2922.0,46.0,2.22,15601.0,19495.0,19495.0
19600,EUREKA SPRINGS,Arkansas,AR,8151.0,59.35,2.08,21115.0,25428.0,25428.0
19601,EVANSVILLE,Arkansas,AR,167.0,65.1,2.01,18750.0,21235.0,21235.0
19602,EVENING SHADE,Arkansas,AR,1190.0,54.8,2.03,16200.0,18953.0,18953.0
19603,EVERTON,Arkansas,AR,1442.0,50.6,2.26,22416.0,23529.0,23529.0
19604,FARMINGTON,Arkansas,AR,7568.0,37.0,2.32,30315.0,27084.0,27084.0
19605,FAYETTEVILLE,Arkansas,AR,100427.0,29.1,2.32,26138.33,29985.0,29985.0
19606,FISHER,Arkansas,AR,390.0,39.2,2.29,31477.0,24980.0,24980.0
19607,FLIPPIN,Arkansas,AR,4318.0,50.3,2.46,21337.0,20059.0,20059.0
19608,FLORAL,Arkansas,AR,1813.0,32.4,3.25,23797.0,19529.0,19529.0
19609,FORDYCE,Arkansas,AR,5452.0,39.7,2.13,20916.0,18128.0,18128.0
19610,FOREMAN,Arkansas,AR,2720.0,43.5,2.38,23372.0,23053.0,23053.0
19611,FORREST CITY,Arkansas,AR,19523.0,36.3,2.62,18399.0,15217.0,15217.0
19612,FORT SMITH,Arkansas,AR,91361.0,37.1,2.47,24511.6,26071.2,26071.2
19613,BARLING,Arkansas,AR,4819.0,38.3,2.52,20672.0,20842.0,20842.0
19614,FOUKE,Arkansas,AR,5409.0,37.7,2.69,24767.0,21372.0,21372.0
19615,FOUNTAIN HILL,Arkansas,AR,503.0,54.3,2.3,13693.0,13983.0,13983.0
19616,FOX,Arkansas,AR,869.0,31.8,3.27,20149.0,15205.0,15205.0
19617,HORSESHOE BEND,Arkansas,AR,2554.0,50.4,2.28,16707.0,17708.0,17708.0
19618,FRANKLIN,Arkansas,AR,400.0,61.1,1.99,15375.0,19671.0,19671.0
19620,FULTON,Arkansas,AR,1063.0,37.8,2.36,21338.0,16331.0,16331.0
19621,GAMALIEL,Arkansas,AR,755.0,52.0,2.32,17829.0,21871.0,21871.0
19622,GARFIELD,Arkansas,AR,4395.0,45.8,2.48,29321.0,28130.0,28130.0
19623,GARLAND CITY,Arkansas,AR,340.0,34.1,2.68,17330.0,14263.0,14263.0
19624,GASSVILLE,Arkansas,AR,4021.0,35.2,2.72,22649.0,18259.0,18259.0
19625,GENTRY,Arkansas,AR,8388.0,35.8,2.89,26641.0,22250.0,22250.0
19626,GEPP,Arkansas,AR,280.0,64.9,2.01,21838.0,18277.0,18277.0
19627,GILBERT,Arkansas,AR,13.0,66.4,1.3,56875.0,62954.0,62954.0
19628,GILLETT,Arkansas,AR,948.0,39.7,2.41,26179.0,24805.0,24805.0
19629,GILLHAM,Arkansas,AR,1161.0,40.3,2.45,20625.0,20050.0,20050.0
19630,GILMORE,Arkansas,AR,101.0,62.4,1.84,12321.0,15084.0,15084.0
19631,GLENCOE,Arkansas,AR,198.0,40.4,3.0,30518.0,20714.0,20714.0
19632,GLENWOOD,Arkansas,AR,4867.0,40.9,2.62,18668.0,19061.0,19061.0
19633,GOODWIN,Arkansas,AR,132.0,22.5,4.4,43393.0,39602.0,39602.0
19634,GOULD,Arkansas,AR,948.0,50.8,2.03,19688.0,17448.0,17448.0
19635,GRADY,Arkansas,AR,5386.0,37.5,1.83,11518.0,3534.0,3534.0
19636,GRANNIS,Arkansas,AR,863.0,44.4,2.53,20609.0,17189.0,17189.0
19637,GRAPEVINE,Arkansas,AR,883.0,37.7,2.73,40962.0,28083.0,28083.0
19638,GRAVELLY,Arkansas,AR,97.0,67.3,2.06,20391.0,21679.0,21679.0
19639,GRAVETTE,Arkansas,AR,6655.0,36.8,2.88,30560.0,24270.0,24270.0
19640,GREENBRIER,Arkansas,AR,16581.0,37.9,2.74,28790.0,25659.0,25659.0
19641,GREEN FOREST,Arkansas,AR,7585.0,39.4,2.74,21785.0,18918.0,18918.0
19642,GREENWAY,Arkansas,AR,392.0,36.3,3.02,14458.0,15629.0,15629.0
19643,GREENWOOD,Arkansas,AR,14468.0,37.6,2.66,26835.0,24947.0,24947.0
19645,GRIFFITHVILLE,Arkansas,AR,422.0,37.5,1.71,29125.0,30345.0,30345.0
19646,GRUBBS,Arkansas,AR,469.0,43.8,2.52,18348.0,23693.0,23693.0
19647,GUION,Arkansas,AR,267.0,37.4,2.26,42917.0,32364.0,32364.0
19648,GURDON,Arkansas,AR,3850.0,44.1,2.29,20011.0,20531.0,20531.0
19649,GUY,Arkansas,AR,73.0,51.1,2.81,43750.0,45163.0,45163.0
19650,HACKETT,Arkansas,AR,3495.0,44.6,2.51,20793.0,22644.0,22644.0
19651,HAGARVILLE,Arkansas,AR,351.0,59.9,2.11,15500.0,14701.0,14701.0
19652,HAMBURG,Arkansas,AR,6425.0,39.8,2.54,22495.0,21234.0,21234.0
19653,HAMPTON,Arkansas,AR,2833.0,47.2,2.26,21833.0,25616.0,25616.0
19654,CHEROKEE VILLAGE,Arkansas,AR,4573.0,48.6,2.25,22649.0,19748.0,19748.0
19655,HARDY,Arkansas,AR,3989.0,55.8,2.17,18186.0,21246.0,21246.0
19656,HARRELL,Arkansas,AR,378.0,50.4,2.35,18262.0,17626.0,17626.0
19657,BIG FLAT,Arkansas,AR,129.0,71.0,1.4,13852.0,21764.0,21764.0
19658,HARRIET,Arkansas,AR,607.0,42.1,2.52,23024.0,13334.0,13334.0
19659,HARRISBURG,Arkansas,AR,6532.0,41.7,2.62,18929.0,17128.0,17128.0
19660,HARRISON,Arkansas,AR,30306.0,39.6,2.48,21739.0,22877.0,22877.0
19661,HARTFORD,Arkansas,AR,1397.0,42.1,2.53,28350.0,20854.0,20854.0
19662,HARTMAN,Arkansas,AR,2278.0,41.6,2.62,18496.0,15836.0,15836.0
19663,HARVEY,Arkansas,AR,150.0,53.7,2.59,12115.0,9109.0,9109.0
19664,HASTY,Arkansas,AR,210.0,57.4,2.33,13409.0,18339.0,18339.0
19665,HATFIELD,Arkansas,AR,1360.0,52.6,2.29,16279.0,17549.0,17549.0
19666,HATTIEVILLE,Arkansas,AR,1808.0,38.8,2.96,24511.0,20350.0,20350.0
19667,HAVANA,Arkansas,AR,1187.0,52.2,2.61,22938.0,23610.0,23610.0
19668,HAYNES,Arkansas,AR,175.0,60.5,2.01,16875.0,17186.0,17186.0
19669,HAZEN,Arkansas,AR,2376.0,45.6,2.0,27889.0,24452.0,24452.0
19670,HEBER SPRINGS,Arkansas,AR,12139.0,48.5,2.32,23885.0,25283.0,25283.0
19671,HECTOR,Arkansas,AR,2627.0,36.0,2.66,23199.0,26417.0,26417.0
19672,HELENA,Arkansas,AR,5422.0,32.5,2.7,16532.0,17522.0,17522.0
19673,HENDERSON,Arkansas,AR,537.0,54.9,2.36,18897.0,15693.0,15693.0
19674,HENSLEY,Arkansas,AR,5098.0,40.3,2.96,26541.0,26556.0,26556.0
19675,HERMITAGE,Arkansas,AR,2188.0,35.5,2.35,26389.0,27922.0,27922.0
19676,HETH,Arkansas,AR,615.0,45.0,2.06,14818.0,17475.0,17475.0
19677,HICKORY RIDGE,Arkansas,AR,683.0,53.7,2.14,21571.0,20033.0,20033.0
19678,HIGDEN,Arkansas,AR,2545.0,57.3,2.18,20982.0,23152.0,23152.0
19679,HIGGINSON,Arkansas,AR,392.0,37.6,2.76,20455.0,15404.0,15404.0
19680,HINDSVILLE,Arkansas,AR,2209.0,48.0,2.56,19353.0,23601.0,23601.0
19681,HIWASSE,Arkansas,AR,597.0,42.4,3.09,28813.0,25466.0,25466.0
19682,HOLLY GROVE,Arkansas,AR,1351.0,47.0,2.24,19933.0,21596.0,21596.0
19683,HOPE,Arkansas,AR,16865.0,36.6,2.84,19424.0,18443.0,18443.0
19684,HORATIO,Arkansas,AR,2242.0,33.0,2.51,19697.0,18395.0,18395.0
19685,HOT SPRINGS NATIONAL PARK,Arkansas,AR,75906.0,42.2,2.4,22037.5,25459.5,25459.5
19686,HOT SPRINGS VILLAGE,Arkansas,AR,15017.0,67.3,1.98,26739.0,33574.0,33574.0
19687,HOUSTON,Arkansas,AR,1526.0,40.0,2.69,23136.0,20827.0,20827.0
19688,HOXIE,Arkansas,AR,3190.0,37.7,2.39,17480.0,18375.0,18375.0
19689,HUGHES,Arkansas,AR,2587.0,40.4,2.43,20388.0,20104.0,20104.0
19690,HUMNOKE,Arkansas,AR,478.0,47.5,2.57,23162.0,27787.0,27787.0
19691,HUMPHREY,Arkansas,AR,1015.0,46.1,2.17,26380.0,31221.0,31221.0
19692,HUNTER,Arkansas,AR,130.0,49.0,1.86,15469.0,17895.0,17895.0
19693,HUNTINGTON,Arkansas,AR,2757.0,46.5,2.72,23359.0,25137.0,25137.0
19694,HUNTSVILLE,Arkansas,AR,9504.0,38.1,2.66,24087.0,24084.0,24084.0
19695,HUTTIG,Arkansas,AR,979.0,44.2,2.58,21771.0,19288.0,19288.0
19696,IDA,Arkansas,AR,207.0,33.3,3.45,24306.0,17764.0,17764.0
19697,IMBODEN,Arkansas,AR,1875.0,44.7,2.34,20000.0,20053.0,20053.0
19698,JACKSONVILLE,Arkansas,AR,38780.0,34.9,2.78,25253.0,21303.0,21303.0
19700,JASPER,Arkansas,AR,2775.0,48.5,2.47,16928.0,17237.0,17237.0
19701,JEFFERSON,Arkansas,AR,668.0,51.5,2.75,16298.0,18059.0,18059.0
19703,JERUSALEM,Arkansas,AR,379.0,49.9,1.89,24327.0,22092.0,22092.0
19704,JESSIEVILLE,Arkansas,AR,2518.0,41.2,2.64,16392.0,15858.0,15858.0
19705,JOINER,Arkansas,AR,1103.0,47.0,2.24,16563.0,20210.0,20210.0
19706,JONESBORO,Arkansas,AR,83765.0,33.6,2.52,25105.0,28107.5,28107.5
19707,JUDSONIA,Arkansas,AR,6953.0,44.8,2.49,20905.0,22896.0,22896.0
19708,JUNCTION CITY,Arkansas,AR,2463.0,44.0,2.52,20900.0,21622.0,21622.0
19709,KEISER,Arkansas,AR,661.0,23.8,3.22,21801.0,13361.0,13361.0
19710,KENSETT,Arkansas,AR,1839.0,36.7,2.45,18772.0,16098.0,16098.0
19711,KEO,Arkansas,AR,230.0,40.5,2.61,20000.0,26332.0,26332.0
19712,KINGSLAND,Arkansas,AR,1044.0,44.4,2.14,20518.0,21009.0,21009.0
19713,KINGSTON,Arkansas,AR,605.0,57.6,2.08,26750.0,25257.0,25257.0
19714,KIRBY,Arkansas,AR,968.0,43.2,2.45,18036.0,17418.0,17418.0
19715,KNOBEL,Arkansas,AR,412.0,50.8,2.17,22644.0,22938.0,22938.0
19716,KNOXVILLE,Arkansas,AR,1155.0,52.4,2.23,21430.0,26518.0,26518.0
19717,LAKE CITY,Arkansas,AR,3794.0,39.2,2.71,20516.0,19377.0,19377.0
19718,LAKEVIEW,Arkansas,AR,1932.0,64.1,1.92,24046.0,28836.0,28836.0
19719,LAKE VILLAGE,Arkansas,AR,4703.0,44.6,2.41,23112.0,24924.0,24924.0
19720,LAMAR,Arkansas,AR,3934.0,36.2,2.69,19752.0,17695.0,17695.0
19722,LANGLEY,Arkansas,AR,149.0,31.1,2.87,32188.0,37125.0,37125.0
19723,LAVACA,Arkansas,AR,5488.0,39.3,2.68,24628.0,22022.0,22022.0
19724,LEACHVILLE,Arkansas,AR,2683.0,35.3,2.79,18214.0,19578.0,19578.0
19725,DIAMOND CITY,Arkansas,AR,227.0,54.4,2.08,17917.0,16612.0,16612.0
19726,LEAD HILL,Arkansas,AR,2758.0,51.6,2.33,15598.0,16961.0,16961.0
19727,LEOLA,Arkansas,AR,1400.0,34.0,2.97,23018.0,17836.0,17836.0
19728,LEPANTO,Arkansas,AR,2484.0,35.7,2.78,16978.0,18166.0,18166.0
19729,LESLIE,Arkansas,AR,1998.0,46.6,2.37,16763.0,18584.0,18584.0
19730,LETONA,Arkansas,AR,198.0,34.7,2.61,12500.0,12364.0,12364.0
19731,LEWISVILLE,Arkansas,AR,2143.0,45.9,2.34,19000.0,30519.0,30519.0
19732,LEXA,Arkansas,AR,2295.0,52.6,2.28,20243.0,23641.0,23641.0
19733,LINCOLN,Arkansas,AR,5620.0,37.1,2.73,22121.0,19094.0,19094.0
19734,LITTLE ROCK,Arkansas,AR,217401.0,38.82,2.33,33442.92,40518.0,40518.0
19735,LOCKESBURG,Arkansas,AR,2991.0,34.8,2.61,22118.0,20988.0,20988.0
19736,LOCUST GROVE,Arkansas,AR,605.0,42.8,2.2,20667.0,22265.0,22265.0
19737,LONDON,Arkansas,AR,2614.0,40.5,2.39,23173.0,22405.0,22405.0
19738,LONOKE,Arkansas,AR,9887.0,38.7,2.58,27495.0,25517.0,25517.0
19739,LONSDALE,Arkansas,AR,2165.0,52.8,2.88,29227.0,32388.0,32388.0
19740,LOUANN,Arkansas,AR,1041.0,41.7,2.93,27419.0,24529.0,24529.0
19741,LOWELL,Arkansas,AR,12980.0,32.7,2.83,30674.0,25907.0,25907.0
19742,LUXORA,Arkansas,AR,1418.0,37.3,2.58,13015.0,14184.0,14184.0
19743,LYNN,Arkansas,AR,258.0,30.9,2.46,30298.0,18464.0,18464.0
19744,MC CASKILL,Arkansas,AR,574.0,50.6,2.31,19567.0,19860.0,19860.0
19745,MC CRORY,Arkansas,AR,2854.0,42.8,2.43,18329.0,21050.0,21050.0
19747,MC GEHEE,Arkansas,AR,4378.0,34.8,2.39,18077.0,15228.0,15228.0
19749,MC NEIL,Arkansas,AR,834.0,44.1,2.09,18041.0,18422.0,18422.0
19750,MC RAE,Arkansas,AR,3442.0,37.5,2.97,21416.0,19360.0,19360.0
19751,MABELVALE,Arkansas,AR,12789.0,38.6,2.73,25427.0,22600.0,22600.0
19752,MADISON,Arkansas,AR,414.0,48.5,1.93,16290.0,11767.0,11767.0
19753,MAGAZINE,Arkansas,AR,2265.0,41.7,2.47,20526.0,24497.0,24497.0
19755,MAGNOLIA,Arkansas,AR,16813.0,32.9,2.39,20143.0,20907.0,20907.0
19756,MALVERN,Arkansas,AR,23610.0,40.0,2.55,20355.0,20083.0,20083.0
19757,MAMMOTH SPRING,Arkansas,AR,2441.0,49.0,2.11,14302.0,18166.0,18166.0
19758,MANILA,Arkansas,AR,4439.0,43.8,2.45,18485.0,27105.0,27105.0
19759,MANSFIELD,Arkansas,AR,3564.0,43.2,2.99,22115.0,18901.0,18901.0
19761,MARIANNA,Arkansas,AR,6199.0,39.7,2.29,14767.0,18358.0,18358.0
19762,MARION,Arkansas,AR,15933.0,34.4,2.91,33231.0,26488.0,26488.0
19763,MARKED TREE,Arkansas,AR,2932.0,45.3,2.28,17352.0,17362.0,17362.0
19764,LAFE,Arkansas,AR,870.0,42.6,2.66,20878.0,18188.0,18188.0
19765,MARMADUKE,Arkansas,AR,3231.0,36.8,2.66,22842.0,19167.0,19167.0
19766,MARSHALL,Arkansas,AR,4451.0,42.8,2.43,20969.0,21924.0,21924.0
19767,MARVELL,Arkansas,AR,1832.0,44.0,2.18,21658.0,18666.0,18666.0
19768,MAYFLOWER,Arkansas,AR,5606.0,38.2,2.83,25657.0,26117.0,26117.0
19769,MAYNARD,Arkansas,AR,1826.0,40.9,2.34,19058.0,19429.0,19429.0
19770,MAYSVILLE,Arkansas,AR,182.0,55.8,2.64,17639.0,13899.0,13899.0
19771,MELBOURNE,Arkansas,AR,3176.0,48.6,2.45,21966.0,19603.0,19603.0
19772,MELLWOOD,Arkansas,AR,48.0,50.9,1.78,18281.0,11873.0,11873.0
19773,MENA,Arkansas,AR,14295.0,44.7,2.45,19200.0,19568.0,19568.0
19774,MENIFEE,Arkansas,AR,168.0,50.3,2.43,17500.0,24968.0,24968.0
19775,MIDLAND,Arkansas,AR,249.0,44.1,2.42,20598.0,17766.0,17766.0
19776,MIDWAY,Arkansas,AR,1232.0,51.5,2.05,27610.0,19944.0,19944.0
19777,MINERAL SPRINGS,Arkansas,AR,2210.0,36.7,2.74,22133.0,25392.0,25392.0
19778,MINTURN,Arkansas,AR,66.0,49.0,2.0,16458.0,17417.0,17417.0
19779,MONETTE,Arkansas,AR,1995.0,49.0,2.33,24935.0,27896.0,27896.0
19780,MONROE,Arkansas,AR,49.0,56.3,1.29,38523.0,68324.0,68324.0
19781,MONTICELLO,Arkansas,AR,15106.0,34.9,2.49,17841.0,19985.0,19985.0
19782,MONTROSE,Arkansas,AR,590.0,42.2,2.58,17598.0,16287.0,16287.0
19783,MORO,Arkansas,AR,959.0,50.6,1.9,21012.0,23371.0,23371.0
19784,MORRILTON,Arkansas,AR,10913.0,40.0,2.45,20353.0,22314.0,22314.0
19786,MOSCOW,Arkansas,AR,113.0,47.4,2.63,8472.0,9529.0,9529.0
19787,MOUNTAINBURG,Arkansas,AR,3790.0,49.3,2.47,25476.0,23629.0,23629.0
19788,MOUNTAIN HOME,Arkansas,AR,27675.0,52.8,2.16,22256.0,26433.0,26433.0
19789,MOUNTAIN PINE,Arkansas,AR,2108.0,39.1,2.8,19240.0,15548.0,15548.0
19790,FIFTY SIX,Arkansas,AR,478.0,56.8,2.29,14286.0,19006.0,19006.0
19791,MOUNTAIN VIEW,Arkansas,AR,9116.0,49.8,2.42,17596.0,20111.0,20111.0
19792,MOUNT HOLLY,Arkansas,AR,361.0,61.9,1.8,18627.0,34014.0,34014.0
19793,MOUNT IDA,Arkansas,AR,3005.0,56.3,2.12,21336.0,24234.0,24234.0
19794,MOUNT JUDEA,Arkansas,AR,394.0,38.3,2.39,18488.0,14296.0,14296.0
19795,MOUNT PLEASANT,Arkansas,AR,805.0,48.5,2.65,17938.0,20524.0,20524.0
19796,MOUNT VERNON,Arkansas,AR,1207.0,40.3,2.81,25852.0,22691.0,22691.0
19797,MULBERRY,Arkansas,AR,4801.0,37.1,2.7,19099.0,17753.0,17753.0
19798,MURFREESBORO,Arkansas,AR,2404.0,41.5,2.41,20702.0,20116.0,20116.0
19799,NASHVILLE,Arkansas,AR,10143.0,37.2,2.7,20839.0,20502.0,20502.0
19801,NEWARK,Arkansas,AR,2343.0,42.8,2.49,22227.0,25850.0,25850.0
19802,NEW BLAINE,Arkansas,AR,630.0,54.6,2.24,17885.0,19180.0,19180.0
19803,NEW EDINBURG,Arkansas,AR,818.0,42.4,2.64,40455.0,30347.0,30347.0
19804,NEWHOPE,Arkansas,AR,525.0,59.1,2.21,16893.0,17558.0,17558.0
19805,NEWPORT,Arkansas,AR,11318.0,38.4,2.3,17515.0,15959.0,15959.0
19806,NORFORK,Arkansas,AR,1902.0,53.0,2.52,20100.0,22452.0,22452.0
19807,NORMAN,Arkansas,AR,1381.0,46.4,2.12,16410.0,16580.0,16580.0
19808,NORPHLET,Arkansas,AR,587.0,40.6,2.36,26136.0,23093.0,23093.0
19809,MAUMELLE,Arkansas,AR,24872.0,35.2,2.37,35117.0,35010.0,35010.0
19810,NORTH LITTLE ROCK,Arkansas,AR,70589.0,35.83,2.55,23115.5,22694.75,22694.75
19811,SHERWOOD,Arkansas,AR,33161.0,38.7,2.55,31773.0,30459.0,30459.0
19812,OAK GROVE,Arkansas,AR,615.0,52.1,2.36,22527.0,18927.0,18927.0
19813,OAKLAND,Arkansas,AR,529.0,47.0,2.18,14745.0,14335.0,14335.0
19814,OARK,Arkansas,AR,96.0,70.5,1.6,10288.0,10401.0,10401.0
19815,ODEN,Arkansas,AR,924.0,47.8,2.38,19484.0,19744.0,19744.0
19816,OGDEN,Arkansas,AR,212.0,38.4,2.14,26419.0,24625.0,24625.0
19817,OIL TROUGH,Arkansas,AR,456.0,57.3,1.81,13977.0,20936.0,20936.0
19818,O KEAN,Arkansas,AR,243.0,35.9,2.67,15938.0,15245.0,15245.0
19819,OKOLONA,Arkansas,AR,829.0,47.1,2.2,23860.0,19512.0,19512.0
19820,OLA,Arkansas,AR,2009.0,42.9,2.5,17595.0,23408.0,23408.0
19821,OMAHA,Arkansas,AR,2606.0,53.0,2.46,19459.0,20427.0,20427.0
19823,OSCEOLA,Arkansas,AR,7888.0,36.3,2.29,18989.0,18343.0,18343.0
19824,OXFORD,Arkansas,AR,662.0,45.7,2.65,24274.0,19935.0,19935.0
19825,OZAN,Arkansas,AR,666.0,43.3,2.69,14761.0,17482.0,17482.0
